City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
305,Phuket,8.0,98.25,84.2,79,40,2.24,TH,2020-07-09 02:59:25
306,Okato,-39.2,173.88,55.99,32,0,8.99,NZ,2020-07-09 02:59:25
307,Koumac,-20.57,164.28,73.33,58,1,14.16,NC,2020-07-09 02:59:26
308,Lebu,-37.62,-73.65,48.07,79,100,13.56,CL,2020-07-09 02:59:26
309,Gao,16.64,1.64,90.05,41,0,14.99,ML,2020-07-09 02:59:26
310,Upata,8.01,-62.4,79.0,84,2,1.01,VE,2020-07-09 02:59:26
311,Bambanglipuro,-7.95,110.28,82.13,71,100,15.55,ID,2020-07-09 02:59:26
312,Upernavik,72.79,-56.15,41.32,74,0,8.46,GL,2020-07-09 02:59:26
313,Kidal,18.44,1.41,87.22,43,0,11.99,ML,2020-07-09 02:55:07
314,Port Hedland,-20.32,118.57,82.4,11,0,14.99,AU,2020-07-09 02:59:27
315,Key West,24.56,-81.78,87.8,66,75,3.36,US,2020-07-09 02:59:27
316,Usogorsk,63.41,48.69,76.15,85,0,8.5,RU,2020-07-09 02:59:27
317,Amapa,1.0,-52.0,72.16,95,91,2.19,BR,2020-07-09 02:59:27
318,Ostrovnoy,68.05,39.51,55.24,87,91,5.55,RU,2020-07-09 02:59:27
319,Morant Bay,17.88,-76.41,84.2,79,20,14.99,JM,2020-07-09 02:59:27
320,Hobyo,5.35,48.53,77.99,80,94,21.72,SO,2020-07-09 02:59:28
321,Narsaq,60.92,-46.05,50.0,57,100,2.24,GL,2020-07-09 02:59:28
322,Cayenne,4.93,-52.33,77.0,100,94,2.24,GF,2020-07-09 02:59:28
323,Senno,59.53,33.92,51.31,94,100,1.34,RU,2020-07-09 02:59:28
324,Atbasar,51.8,68.33,73.08,57,0,8.43,KZ,2020-07-09 02:59:28
325,Victoria,22.29,114.16,87.01,74,100,21.0,HK,2020-07-09 02:55:12
326,Winnemucca,40.97,-117.74,87.8,8,1,9.17,US,2020-07-09 02:54:58
327,Atasu,48.68,71.64,72.16,50,0,11.74,KZ,2020-07-09 02:59:29
328,Borba,-4.39,-59.59,73.81,91,6,0.65,BR,2020-07-09 02:59:29
329,Chipinge,-20.19,32.62,49.64,100,34,4.61,ZW,2020-07-09 02:59:29
330,Ulaanbaatar,47.91,106.88,69.8,52,40,4.47,MN,2020-07-09 02:59:29
331,Magdagachi,53.45,125.8,80.53,35,72,11.63,RU,2020-07-09 02:59:29
332,Morondava,-20.28,44.28,70.5,58,0,10.78,MG,2020-07-09 02:59:29
333,Raudeberg,61.99,5.14,48.99,91,100,10.83,NO,2020-07-09 02:59:30
334,Odessa,46.48,30.73,53.6,76,0,2.24,UA,2020-07-09 02:59:30
335,Komsomolskiy,40.43,71.72,71.6,64,74,9.17,UZ,2020-07-09 02:59:30
336,Marawi,8.0,124.29,84.0,77,16,5.01,PH,2020-07-09 02:59:30
337,Campos Belos,-13.04,-46.77,65.91,50,0,2.44,BR,2020-07-09 02:59:30
338,Lekoni,-1.58,14.26,78.08,59,88,3.22,GA,2020-07-09 02:59:30
339,Magadan,59.57,150.8,51.31,93,100,4.74,RU,2020-07-09 02:59:30
340,Asilah,35.47,-6.03,68.0,82,75,3.36,MA,2020-07-09 02:59:30
341,The Valley,18.22,-63.06,82.99,74,20,10.29,AI,2020-07-09 02:59:31
342,Esperance,-33.87,121.9,53.6,100,75,13.87,AU,2020-07-09 02:59:31
343,Klaksvik,62.23,-6.59,50.0,87,28,4.7,FO,2020-07-09 02:59:31
344,Batagay,67.63,134.63,61.7,56,96,3.69,RU,2020-07-09 02:59:31
345,Tasiilaq,65.61,-37.64,41.0,86,2,9.17,GL,2020-07-09 02:59:31
346,Sola,-13.88,167.55,79.86,84,68,26.26,VU,2020-07-09 02:59:31
347,Mogadishu,2.04,45.34,77.81,83,100,13.78,SO,2020-07-09 02:59:32
348,Bud,39.45,-86.18,77.0,100,33,1.41,US,2020-07-09 02:59:32
349,Iskateley,67.68,53.15,71.47,80,71,5.59,RU,2020-07-09 02:59:32
350,Mahebourg,-20.41,57.7,69.8,73,40,11.41,MU,2020-07-09 02:59:32
351,Praya,14.92,-23.51,78.8,78,75,10.29,CV,2020-07-09 02:59:32
352,Khovu-Aksy,51.13,93.6,62.35,58,1,8.7,RU,2020-07-09 02:59:32
353,Port Lincoln,-34.73,135.87,56.79,52,62,13.6,AU,2020-07-09 02:59:32
354,Lesnoye,58.28,35.52,51.67,88,100,5.19,RU,2020-07-09 02:59:33
355,Pisco,-13.7,-76.22,61.0,87,0,3.36,PE,2020-07-09 02:59:33
356,Vostok,46.49,135.88,56.25,100,100,3.69,RU,2020-07-09 02:54:37
357,Espoo,60.25,24.67,53.6,76,6,5.82,FI,2020-07-09 02:59:33
358,Pasni,25.26,63.47,88.66,70,100,11.5,PK,2020-07-09 02:59:33
359,Dunmore Town,25.5,-76.65,85.08,67,80,8.9,BS,2020-07-09 02:59:33
360,Geraldton,-28.77,114.6,62.6,59,0,10.29,AU,2020-07-09 02:55:08
361,Buchanan,5.88,-10.05,75.33,89,75,7.96,LR,2020-07-09 02:59:34
362,Nivala,63.92,24.97,46.99,94,91,4.52,FI,2020-07-09 02:59:34
363,Paita,-5.09,-81.11,63.05,81,32,14.5,PE,2020-07-09 02:59:34
364,Makinsk,52.63,70.42,72.21,64,19,7.2,KZ,2020-07-09 02:59:34
365,Dahanu,19.97,72.73,84.34,80,75,16.44,IN,2020-07-09 02:59:34
366,Pevek,69.7,170.31,49.62,69,0,4.27,RU,2020-07-09 02:59:34
367,Saint-Francois,46.42,3.91,55.4,82,38,2.24,FR,2020-07-09 02:59:34
368,Yar-Sale,66.83,70.83,60.04,53,46,13.51,RU,2020-07-09 02:59:35
369,Caravelas,-17.71,-39.25,69.31,83,0,3.38,BR,2020-07-09 02:59:35
370,Telemaco Borba,-24.32,-50.62,51.37,96,24,2.35,BR,2020-07-09 02:59:35
371,Vaitape,-16.52,-151.75,77.16,76,53,25.9,PF,2020-07-09 02:59:35
372,Kushiro,42.98,144.37,69.8,83,75,11.41,JP,2020-07-09 02:59:35
373,Gbadolite,4.28,21.02,70.18,96,100,2.8,CD,2020-07-09 02:59:35
374,Rio Tercero,-32.17,-64.11,32.0,84,0,4.36,AR,2020-07-09 02:59:35
375,Ciudad Bolivar,8.12,-63.55,77.56,81,0,10.6,VE,2020-07-09 02:59:36
376,Jibuti,11.5,42.5,91.4,52,1,4.79,DJ,2020-07-09 02:59:36
377,La Ronge,55.1,-105.28,59.0,87,90,6.93,CA,2020-07-09 02:59:36
378,Killybegs,54.63,-8.45,48.99,95,11,8.19,IE,2020-07-09 02:59:36
379,Ingham,42.6,-84.38,77.0,94,1,1.59,US,2020-07-09 02:59:36
380,Malinyi,-8.93,36.13,71.31,72,96,0.83,TZ,2020-07-09 02:59:36
381,Camopi,3.17,-52.32,72.37,97,76,2.17,GF,2020-07-09 02:59:37
382,Leshukonskoye,64.9,45.76,70.36,88,4,7.7,RU,2020-07-09 02:59:37
383,Sao Jose Da Coroa Grande,-8.9,-35.15,75.38,86,11,4.81,BR,2020-07-09 02:59:37
384,Lorengau,-2.02,147.27,85.6,70,34,12.86,PG,2020-07-09 02:59:37
385,Uribia,11.71,-72.27,82.27,72,80,13.11,CO,2020-07-09 02:59:37
386,Okhotsk,59.38,143.3,59.09,69,88,7.52,RU,2020-07-09 02:59:37
387,Majene,-3.54,118.97,83.89,70,19,12.73,ID,2020-07-09 02:59:37
388,Palu,-0.89,119.87,83.73,71,83,1.7,ID,2020-07-09 02:59:26
389,Adrar,20.5,-10.07,92.34,10,70,14.14,MR,2020-07-09 02:59:38
390,Mizdah,31.45,12.98,65.07,86,0,3.83,LY,2020-07-09 02:59:38
391,Alaca,40.17,34.84,58.87,87,6,6.78,TR,2020-07-09 02:59:38
392,Veraval,20.9,70.37,85.15,77,12,19.69,IN,2020-07-09 02:59:38
393,Sakaiminato,35.55,133.23,82.4,74,75,4.7,JP,2020-07-09 02:59:38
394,Maniitsoq,65.42,-52.9,43.39,94,100,14.88,GL,2020-07-09 02:54:59
395,Moba,33.23,105.02,73.36,62,92,3.27,CN,2020-07-09 02:59:38
396,Shurugwi,-19.67,30.01,45.01,98,0,3.38,ZW,2020-07-09 02:59:39
397,Zhireken,52.82,117.31,82.72,37,86,7.72,RU,2020-07-09 02:59:39
398,San Luis,-33.3,-66.34,41.23,67,36,9.28,AR,2020-07-09 02:59:07
399,Mersing,2.43,103.84,77.0,94,40,5.82,MY,2020-07-09 02:59:39
400,Dubti,11.74,41.09,88.39,38,96,7.92,ET,2020-07-09 02:59:39
401,Springdale,36.19,-94.13,84.2,70,1,8.05,US,2020-07-09 02:55:46
402,Trinidad,-14.83,-64.9,62.8,88,83,5.28,BO,2020-07-09 02:59:40
403,Shubarshi,48.59,57.19,78.96,42,1,15.93,KZ,2020-07-09 02:59:40
404,Rafraf,37.19,10.18,71.6,73,20,6.93,TN,2020-07-09 02:59:40
405,Kavieng,-2.57,150.8,85.73,67,98,11.03,PG,2020-07-09 02:59:40
406,Baykit,61.67,96.37,60.57,55,66,11.39,RU,2020-07-09 02:59:40
407,Ngunguru,-35.62,174.5,55.99,88,2,5.99,NZ,2020-07-09 02:59:41
408,Biak,-0.91,122.88,80.35,80,89,6.08,ID,2020-07-09 02:59:41
409,Liverpool,53.41,-2.98,59.0,100,100,5.82,GB,2020-07-09 02:56:57
410,Longyan,25.11,117.02,79.05,83,100,4.68,CN,2020-07-09 02:59:41
411,Cuamba,-14.8,36.54,61.25,93,46,4.41,MZ,2020-07-09 02:59:41
412,Townsville,-19.25,146.8,75.2,73,75,16.11,AU,2020-07-09 02:59:41
413,Sur,22.57,59.53,89.4,55,99,6.64,OM,2020-07-09 02:59:41
414,Coffs Harbour,-30.3,153.13,64.99,72,90,8.05,AU,2020-07-09 02:59:41
415,Wanning,18.8,110.4,87.94,68,100,16.62,CN,2020-07-09 02:59:42
416,Aykhal,66.0,111.5,66.2,45,100,11.18,RU,2020-07-09 02:59:42
417,Parainen,60.31,22.3,54.0,87,75,3.36,FI,2020-07-09 02:59:42
418,Siderno,38.28,16.3,73.0,88,5,2.37,IT,2020-07-09 02:59:42
419,Broome,42.25,-75.83,70.0,83,1,3.36,US,2020-07-09 02:59:42
420,Lishu,43.3,124.33,88.21,26,0,4.36,CN,2020-07-09 02:59:42
421,Uige,-7.61,15.06,60.91,60,0,2.59,AO,2020-07-09 02:59:43
422,Wakkanai,45.41,141.67,69.8,77,75,17.22,JP,2020-07-09 02:59:43
423,Kikwit,-5.04,18.82,71.87,52,0,1.16,CD,2020-07-09 02:59:43
424,Sabha,27.04,14.43,75.72,30,0,12.35,LY,2020-07-09 02:59:43
425,Quatre Cocos,-20.21,57.76,69.8,73,40,11.41,MU,2020-07-09 02:54:54
426,Sorong,-0.88,131.25,83.44,74,30,7.92,ID,2020-07-09 02:57:54
427,Richards Bay,-28.78,32.04,63.54,69,0,16.2,ZA,2020-07-09 02:59:43
428,Kamenka,51.32,42.77,75.0,76,83,5.99,RU,2020-07-09 02:59:44
429,Gokak,16.17,74.83,73.4,94,75,9.98,IN,2020-07-09 02:59:44
430,Chake Chake,-5.25,39.77,75.33,91,31,9.62,TZ,2020-07-09 02:59:44
431,North Bend,43.41,-124.22,64.0,77,1,18.34,US,2020-07-09 02:59:44
432,Byron Bay,-28.65,153.62,66.2,68,75,6.93,AU,2020-07-09 02:55:11
433,Rio Pardo De Minas,-15.61,-42.54,58.66,90,3,1.86,BR,2020-07-09 02:59:44
434,Kavaratti,10.57,72.64,83.19,79,100,15.23,IN,2020-07-09 02:59:45
435,Bethanien,-26.5,17.16,56.44,31,0,11.32,NA,2020-07-09 02:59:45
436,Kruisfontein,-34.0,24.73,61.54,33,29,15.68,ZA,2020-07-09 02:59:45
437,Vardo,70.37,31.11,51.8,100,75,3.36,NO,2020-07-09 02:59:45
438,Ternate,0.8,127.4,85.06,66,100,1.21,ID,2020-07-09 02:59:45
439,Osakarovka,50.56,72.57,70.68,56,1,8.72,KZ,2020-07-09 02:59:46
440,Ouesso,1.61,16.05,71.15,79,10,1.63,CG,2020-07-09 02:59:46
441,Paramonga,-10.67,-77.83,59.97,86,35,6.2,PE,2020-07-09 02:59:46
442,Nchelenge,-9.35,28.73,60.19,62,0,6.44,ZM,2020-07-09 02:59:46
443,Nadym,65.53,72.52,60.33,61,85,13.8,RU,2020-07-09 02:59:46
444,Okmulgee,35.62,-95.96,84.2,70,1,3.36,US,2020-07-09 02:59:46
445,Jalu,29.03,21.55,74.17,76,0,6.33,LY,2020-07-09 02:59:47
446,Shimoda,34.67,138.95,80.6,88,75,17.22,JP,2020-07-09 02:59:47
447,Chebsara,59.2,38.84,55.44,98,100,9.35,RU,2020-07-09 02:59:47
448,Sobolevo,54.43,31.9,51.12,94,53,6.49,RU,2020-07-09 02:59:47
449,Penzance,50.12,-5.54,59.0,100,90,18.34,GB,2020-07-09 02:59:47
450,Sao Geraldo Do Araguaia,-6.4,-48.55,72.16,63,0,0.83,BR,2020-07-09 02:59:47
451,Hambantota,6.12,81.12,82.4,94,75,2.24,LK,2020-07-09 02:59:47
452,Shenzhen,22.55,114.07,91.0,84,40,13.42,CN,2020-07-09 02:58:40
453,Cockburn Town,21.46,-71.14,83.68,82,0,19.98,TC,2020-07-09 02:59:48
454,Bonavista,48.65,-53.11,48.0,85,12,1.99,CA,2020-07-09 02:59:48
455,Ikryanoye,46.09,47.73,78.8,69,31,4.47,RU,2020-07-09 02:59:48
456,Purpe,64.48,76.69,63.0,69,63,17.34,RU,2020-07-09 02:59:48
457,Lgov,51.63,35.28,53.17,92,12,9.06,RU,2020-07-09 02:59:49
458,Suhbaatar,50.23,106.21,61.21,82,100,12.86,MN,2020-07-09 02:59:49
459,Rundu,-17.93,19.77,50.0,57,0,2.24,NA,2020-07-09 02:55:02
460,Harare,-17.83,31.05,52.25,67,19,4.83,ZW,2020-07-09 02:55:11
461,Huarmey,-10.07,-78.15,59.94,87,2,9.15,PE,2020-07-09 02:59:49
462,Sao Filipe,14.9,-24.5,77.54,87,2,11.14,CV,2020-07-09 02:59:49
463,Abonnema,4.71,6.79,75.2,94,40,2.35,NG,2020-07-09 02:59:50
464,Buluang,13.31,123.34,91.02,56,79,3.96,PH,2020-07-09 02:59:50
465,Port Macquarie,-31.43,152.92,66.0,69,13,1.01,AU,2020-07-09 02:57:51
466,San Andres,12.58,-81.7,82.4,83,90,9.17,CO,2020-07-09 02:59:32
467,Tavda,58.04,65.27,76.77,68,0,6.06,RU,2020-07-09 02:59:50
468,Santiago Del Estero,-27.8,-64.26,46.83,61,0,5.77,AR,2020-07-09 02:59:50
469,Nanning,22.82,108.32,89.6,62,99,6.71,CN,2020-07-09 02:56:47
470,Coihaique,-45.58,-72.07,33.8,86,20,8.05,CL,2020-07-09 02:59:51
471,Baillif,16.02,-61.75,78.8,83,27,4.7,GP,2020-07-09 02:59:51
472,Mirabad,30.44,61.84,86.9,15,0,15.46,AF,2020-07-09 02:59:51
473,Fort Nelson,58.81,-122.7,59.0,87,75,6.93,CA,2020-07-09 02:59:51
474,Manama,26.22,50.58,93.2,67,0,4.7,BH,2020-07-09 02:59:51
475,Hailey,43.52,-114.32,58.08,42,0,1.83,US,2020-07-09 02:59:52
476,Vanimo,-2.67,141.3,86.34,64,79,8.7,PG,2020-07-09 02:59:52
477,Raga,8.46,25.68,69.22,96,100,3.11,SS,2020-07-09 02:59:52
478,Ballina,-28.87,153.57,66.2,68,75,6.93,AU,2020-07-09 02:55:15
479,Russell,32.35,-85.2,78.8,94,90,4.68,US,2020-07-09 02:59:52
480,Naberera,-4.2,36.93,60.17,96,64,7.02,TZ,2020-07-09 02:59:52
481,Macas,-2.32,-78.12,65.95,81,60,1.86,EC,2020-07-09 02:59:52
482,Port-Gentil,-0.72,8.78,74.16,85,28,9.66,GA,2020-07-09 02:59:53
483,Aitape,-3.14,142.35,86.13,66,99,8.21,PG,2020-07-09 02:59:53
484,Kingman,35.19,-114.05,98.01,5,1,13.87,US,2020-07-09 02:55:07
485,Salinopolis,-0.61,-47.36,78.75,86,65,10.09,BR,2020-07-09 02:59:53
486,Tutoia,-2.76,-42.27,77.52,87,20,6.46,BR,2020-07-09 02:59:53
487,La Baule-Escoublac,47.29,-2.36,60.8,100,90,2.24,FR,2020-07-09 02:59:53
488,Bubaque,11.28,-15.83,82.36,82,98,16.67,GW,2020-07-09 02:59:53
489,Pontal Do Parana,-25.65,-48.51,55.4,82,75,11.41,BR,2020-07-09 02:59:54
490,Tuy Hoa,13.08,109.3,90.41,54,98,3.83,VN,2020-07-09 02:59:11
491,Nikolayevsk-Na-Amure,53.14,140.73,58.8,76,100,3.94,RU,2020-07-09 02:59:54
492,Xai-Xai,-25.05,33.64,61.57,93,0,4.23,MZ,2020-07-09 02:59:54
493,Wattegama,6.8,81.48,82.4,94,75,2.24,LK,2020-07-09 02:59:54
494,Beloha,-25.17,45.05,62.46,85,0,11.7,MG,2020-07-09 02:59:54
495,Pasighat,28.07,95.33,77.22,87,100,2.04,IN,2020-07-09 02:59:55
496,Kloulklubed,7.04,134.26,86.0,74,75,6.93,PW,2020-07-09 02:59:55
497,Anadyr,64.75,177.48,68.0,56,20,11.18,RU,2020-07-09 02:59:55
498,Kahta,37.79,38.62,75.2,38,0,11.41,TR,2020-07-09 02:59:55
499,Isangel,-19.55,169.27,75.2,73,75,14.99,VU,2020-07-09 02:59:55
500,Bundaberg,-24.85,152.35,73.4,60,40,17.22,AU,2020-07-09 02:59:55
501,Saint George,37.1,-113.58,98.6,4,1,12.75,US,2020-07-09 02:56:39
502,Witbank,-25.87,29.23,41.29,91,0,4.09,ZA,2020-07-09 02:59:56
503,Racine,42.75,-88.08,80.01,94,100,4.38,US,2020-07-09 02:59:56
504,Pimentel,-6.84,-79.93,62.01,87,84,14.41,PE,2020-07-09 02:59:56
505,Buala,-8.14,159.59,85.53,70,7,10.76,SB,2020-07-09 02:59:56
506,Hofn,64.25,-15.21,52.27,71,86,8.5,IS,2020-07-09 02:59:56
507,Kalmunai,7.42,81.82,84.18,70,100,4.29,LK,2020-07-09 02:59:56
508,Comodoro Rivadavia,-45.87,-67.5,44.6,45,44,23.04,AR,2020-07-09 02:59:57
509,Tabou,4.42,-7.35,75.74,85,91,10.04,CI,2020-07-09 02:59:57
510,Maarianhamina,60.1,19.93,39.2,100,13,1.12,AX,2020-07-09 02:59:57
511,Jieshi,22.81,115.83,85.91,78,100,20.4,CN,2020-07-09 02:59:58
512,Manadhoo,5.77,73.38,83.07,75,100,9.17,MV,2020-07-09 02:59:58
513,Porto Novo,6.5,2.6,78.8,88,40,8.05,BJ,2020-07-09 02:59:58
514,Novoagansk,61.94,76.66,68.43,56,37,13.44,RU,2020-07-09 02:59:58
515,Itarema,-2.92,-39.92,76.12,86,90,10.67,BR,2020-07-09 02:59:58
516,Newport,51.59,-3.0,61.0,96,100,1.99,GB,2020-07-09 02:56:31
517,Florianopolis,-27.61,-48.5,66.0,59,44,9.17,BR,2020-07-09 02:55:09
518,Naze,28.37,129.48,84.2,94,75,12.75,JP,2020-07-09 02:59:59
519,Wyndham,37.7,-77.61,80.01,88,1,4.81,US,2020-07-09 02:59:59
520,Maloy,61.94,5.11,50.0,87,100,10.29,NO,2020-07-09 02:59:59
521,Sistranda,63.73,8.83,50.0,87,75,10.29,NO,2020-07-09 02:59:59
522,Oudtshoorn,-33.59,22.2,77.0,15,93,14.99,ZA,2020-07-09 02:59:59
523,Puerto Narino,-3.77,-70.38,75.2,100,20,2.57,CO,2020-07-09 03:00:00
524,Berwick,41.05,-76.23,70.0,93,63,2.48,US,2020-07-09 03:00:00
525,Gat,31.61,34.76,73.99,76,30,2.06,IL,2020-07-09 03:00:00
526,Altay,47.87,88.12,69.53,42,89,3.49,CN,2020-07-09 03:00:00
527,Kulhudhuffushi,6.62,73.07,82.31,78,100,11.07,MV,2020-07-09 03:00:00
528,Ville-Marie,47.33,-79.43,73.4,73,1,5.82,CA,2020-07-09 03:00:01
529,Troitsk,54.1,61.58,73.09,71,0,3.27,RU,2020-07-09 03:00:01
530,Gisborne,-38.65,178.0,51.01,42,7,17.0,NZ,2020-07-09 02:57:39
531,Viedma,-40.81,-63.0,42.1,66,0,12.53,AR,2020-07-09 03:00:01
532,Nueva Concepcion,14.2,-91.3,77.86,92,78,4.36,GT,2020-07-09 03:00:01
533,Mahibadhoo,3.78,72.97,83.79,71,94,7.31,MV,2020-07-09 03:00:01
534,Falun,60.6,15.63,46.0,93,82,8.05,SE,2020-07-09 03:00:02
535,Conde,-7.26,-34.91,72.45,92,12,6.33,BR,2020-07-09 03:00:02
536,Aksu,41.12,80.26,86.34,15,100,4.72,CN,2020-07-09 03:00:03
537,Bontang,0.13,117.5,82.99,72,97,2.44,ID,2020-07-09 02:55:08
538,Ormara,25.21,64.64,90.03,63,89,3.71,PK,2020-07-09 03:00:03
539,Praia,14.92,-23.51,78.8,78,75,10.29,CV,2020-07-09 03:00:03
540,Lishui,28.46,119.91,82.67,79,89,2.71,CN,2020-07-09 03:00:04
541,Margate,51.38,1.39,61.0,99,94,4.0,GB,2020-07-09 03:00:04
542,Saint-Joseph,-21.37,55.62,64.4,59,24,8.05,RE,2020-07-09 03:00:04
543,Erzin,36.96,36.2,73.99,89,86,1.34,TR,2020-07-09 03:00:04
544,Atar,20.52,-13.05,94.37,10,62,8.84,MR,2020-07-09 03:00:04
545,Mnogovershinnyy,53.94,139.92,55.36,84,100,4.52,RU,2020-07-09 03:00:05
546,Urucui,-7.23,-44.56,75.52,44,0,3.4,BR,2020-07-09 03:00:05
547,Tommot,58.96,126.29,72.82,72,91,7.4,RU,2020-07-09 03:00:05
548,Sibolga,1.74,98.78,77.02,76,100,1.52,ID,2020-07-09 02:57:30
549,Maningrida,-12.07,134.27,83.77,55,100,10.29,AU,2020-07-09 03:00:06
550,Dehra Dun,30.32,78.03,80.6,88,40,2.48,IN,2020-07-09 03:00:06
551,Andenes,69.31,16.12,46.4,87,0,4.7,NO,2020-07-09 03:00:06
552,Monrovia,6.3,-10.8,76.35,87,99,8.08,LR,2020-07-09 03:00:06
553,Semey,50.41,80.23,75.06,49,12,12.82,KZ,2020-07-09 03:00:06
554,Port Hueneme,34.15,-119.2,69.8,77,1,11.41,US,2020-07-09 03:00:07
555,Ambilobe,-13.2,49.05,69.6,77,0,6.33,MG,2020-07-09 03:00:07
556,Ndola,-12.96,28.64,50.76,81,0,5.75,ZM,2020-07-09 03:00:07
557,Abnub,27.27,31.15,80.6,44,0,8.05,EG,2020-07-09 03:00:07
558,Laguna,38.42,-121.42,89.6,27,1,10.29,US,2020-07-09 03:00:07
559,Hastings,50.86,0.57,60.01,99,100,4.0,GB,2020-07-09 03:00:08
560,Nelson Bay,-32.72,152.15,68.0,63,40,9.17,AU,2020-07-09 03:00:08
561,Dapaong,10.86,0.2,76.35,81,73,6.62,TG,2020-07-09 03:00:08
562,Dzhebariki-Khaya,62.22,135.8,74.35,41,4,5.17,RU,2020-07-09 03:00:08
563,Miramar,25.99,-80.23,86.0,83,90,11.41,US,2020-07-09 03:00:08
564,Tomatlan,19.93,-105.25,80.73,69,100,1.52,MX,2020-07-09 03:00:09
565,Vestmanna,62.16,-7.17,50.0,87,12,4.7,FO,2020-07-09 03:00:09
566,Westport,41.14,-73.36,73.4,94,1,3.36,US,2020-07-09 02:57:04
567,Batemans Bay,-35.72,150.18,64.0,60,0,1.99,AU,2020-07-09 03:00:09
568,Kabale,-1.25,29.99,56.26,74,2,2.62,UG,2020-07-09 03:00:09
569,Sioux Lookout,50.1,-91.92,77.0,69,75,5.82,CA,2020-07-09 03:00:09
570,Clyde River,70.47,-68.59,33.8,100,90,6.93,CA,2020-07-09 03:00:09
571,Urubicha,-15.38,-62.95,61.81,99,99,3.24,BO,2020-07-09 03:00:10
572,Bolitoc,15.74,119.88,87.93,65,93,5.95,PH,2020-07-09 03:00:10
573,Daru,-9.08,143.21,78.33,88,85,18.66,PG,2020-07-09 03:00:10
574,Kailua,21.4,-157.74,86.0,54,75,11.41,US,2020-07-09 02:56:49
575,Lieksa,63.32,30.02,54.81,76,55,3.69,FI,2020-07-09 03:00:10
576,Waipawa,-41.41,175.52,48.2,76,90,31.09,NZ,2020-07-09 03:00:10
577,Makasar,-5.14,119.42,86.0,66,20,2.24,ID,2020-07-09 03:00:11
578,Smidovich,48.6,133.82,62.78,86,100,3.18,RU,2020-07-09 03:00:11
