City_ID,City,Lat,Lng,Max Temp,Humidity,Wind Speed,Country,Current Desc,Rain,Snow
330,Chifeng,42.27,118.96,68.14,69,0.89,CN,overcast clouds,0.0,0
331,Opuwo,-18.06,13.84,54.64,41,5.44,NA,clear sky,0.0,0
332,Baghdad,33.34,44.4,93.2,24,3.36,IQ,clear sky,0.0,0
333,Bac Lieu,9.29,105.72,79.97,84,6.76,VN,overcast clouds,0.0,0
334,Baile Herculane,44.88,22.41,54.81,82,8.32,RO,few clouds,0.0,0
335,Hasaki,35.73,140.83,64.4,100,6.93,JP,broken clouds,0.0,0
336,Hami,42.8,93.45,75.56,36,9.01,CN,scattered clouds,0.0,0
337,Road Town,18.42,-64.62,87.8,70,13.87,VG,scattered clouds,0.0,0
338,Labuhan,-6.88,112.21,75.38,86,7.09,ID,broken clouds,0.0,0
339,Klaksvik,62.23,-6.59,51.8,93,10.29,FO,overcast clouds,0.0,0
340,Cintalapa,16.7,-93.73,83.19,69,8.7,MX,light rain,0.49,0
341,Tabas,33.6,56.92,91.4,16,4.7,IR,scattered clouds,0.0,0
342,Pangody,65.85,74.49,55.04,86,1.5,RU,light rain,0.62,0
343,Faya,18.39,42.45,77.0,23,9.71,SA,clear sky,0.0,0
344,Ketchikan,55.34,-131.65,59.0,77,8.05,US,overcast clouds,0.0,0
345,Ambanja,-13.68,48.45,70.81,83,3.4,MG,few clouds,0.0,0
346,Sindor,62.86,51.89,55.69,74,9.86,RU,broken clouds,0.0,0
347,Geri,35.1,33.42,81.0,74,10.29,CY,clear sky,0.0,0
348,Guerrero Negro,27.98,-114.06,87.15,29,17.4,MX,clear sky,0.0,0
349,Rincon,32.3,-81.24,96.8,41,9.17,US,broken clouds,0.0,0
350,Odweyne,9.41,45.06,76.95,46,17.83,SO,clear sky,0.0,0
351,Tocopilla,-22.09,-70.2,63.57,56,3.87,CL,few clouds,0.0,0
352,Yining,29.04,114.56,74.88,90,0.74,CN,broken clouds,0.0,0
353,Port Moresby,-9.44,147.18,74.8,90,4.9,PG,overcast clouds,0.0,0
354,Coihueco,-36.62,-71.83,51.8,100,8.05,CL,overcast clouds,0.0,0
355,Nanortalik,60.14,-45.24,48.11,85,11.12,GL,light rain,0.67,0
356,Bilma,18.69,12.92,91.02,32,10.89,NE,broken clouds,0.0,0
357,Harbour Breton,47.48,-55.8,59.0,97,16.04,CA,moderate rain,2.28,0
358,Kurumkan,54.3,110.3,62.56,78,0.4,RU,overcast clouds,0.0,0
359,La Antigua,6.72,-76.08,68.13,86,3.11,CO,moderate rain,1.53,0
360,Jizan,17.33,42.67,95.0,56,6.93,SA,scattered clouds,0.0,0
361,Port Blair,11.67,92.75,81.91,80,13.11,IN,overcast clouds,0.0,0
362,Iqaluit,63.75,-68.51,62.6,51,14.99,CA,broken clouds,0.0,0
363,Sao Miguel Do Araguaia,-13.28,-50.16,82.09,37,3.4,BR,clear sky,0.0,0
364,Zyryanka,65.75,150.85,70.54,46,2.59,RU,overcast clouds,0.0,0
365,Pafos,34.77,32.42,77.0,88,6.93,CY,few clouds,0.0,0
366,Komsomolskiy,40.43,71.72,75.2,53,2.24,UZ,overcast clouds,0.0,0
367,Saryagash,41.45,69.17,78.8,41,6.93,KZ,broken clouds,0.0,0
368,Tessalit,20.2,1.01,93.51,25,10.38,ML,scattered clouds,0.0,0
369,Vila Velha,-20.33,-40.29,77.0,73,13.87,BR,broken clouds,0.0,0
370,Bathsheba,13.22,-59.52,84.2,79,10.29,BB,scattered clouds,0.0,0
371,Norman Wells,65.28,-126.83,60.8,77,6.93,CA,broken clouds,0.0,0
372,Portland,45.52,-122.68,73.99,60,5.82,US,broken clouds,0.0,0
373,Altay,47.87,88.12,57.15,58,0.94,CN,overcast clouds,0.0,0
374,Buin,-33.73,-70.75,64.4,55,3.36,CL,haze,0.0,0
375,Ostrovnoy,68.05,39.51,48.11,91,7.07,RU,overcast clouds,0.0,0
376,Iranshahr,27.2,60.68,96.8,15,10.18,IR,clear sky,0.0,0
377,Fort Saint James,54.43,-124.25,55.96,70,2.84,CA,light rain,0.22,0
378,Puerto Madryn,-42.77,-65.04,43.74,57,20.92,AR,clear sky,0.0,0
379,Norvenich,50.8,6.65,66.2,42,4.7,DE,broken clouds,0.0,0
380,Kudat,6.88,116.85,75.2,100,6.73,MY,few clouds,0.0,0
381,Ngaoundere,7.32,13.58,64.78,94,1.36,CM,overcast clouds,0.0,0
382,Longyearbyen,78.22,15.64,46.4,75,2.24,SJ,broken clouds,0.0,0
383,Pringsewu,-5.36,104.97,73.2,89,1.72,ID,overcast clouds,0.0,0
384,Aykhal,66.0,111.5,53.6,76,4.47,RU,broken clouds,0.0,0
385,Vilyuysk,63.76,121.62,67.01,67,2.28,RU,broken clouds,0.0,0
386,Gazanjyk,39.24,55.52,83.52,44,10.07,TM,overcast clouds,0.0,0
387,Shenjiamen,29.96,122.3,77.41,92,16.58,CN,overcast clouds,0.0,0
388,Haileybury,47.45,-79.64,64.4,82,10.29,CA,overcast clouds,0.0,0
389,Jalu,29.03,21.55,77.25,57,16.53,LY,clear sky,0.0,0
390,Golden,39.76,-105.22,93.2,12,11.41,US,shower rain,0.0,0
391,Siderno,38.28,16.3,78.8,83,4.7,IT,few clouds,0.0,0
392,Kruisfontein,-34.0,24.73,55.33,36,10.16,ZA,clear sky,0.0,0
393,Zhicheng,30.3,111.5,71.01,95,0.6,CN,overcast clouds,0.0,0
394,Nemuro,43.32,145.57,54.93,93,7.02,JP,overcast clouds,0.0,0
395,Mirador,-6.37,-44.36,82.63,43,3.27,BR,scattered clouds,0.0,0
396,Iralaya,15.0,-83.23,89.6,70,9.17,HN,scattered clouds,0.0,0
397,Arrecife,28.96,-13.55,73.4,78,19.46,ES,few clouds,0.0,0
398,Te Anau,-45.42,167.72,33.1,93,1.72,NZ,clear sky,0.0,0
399,Rabo De Peixe,37.8,-25.58,69.8,68,9.17,PT,broken clouds,0.0,0
400,Sola,-13.88,167.55,80.42,80,27.96,VU,light rain,0.23,0
401,Kongoussi,13.33,-1.53,90.3,42,16.73,BF,light rain,0.35,0
402,Bardiyah,31.76,25.09,73.94,86,14.85,LY,clear sky,0.0,0
403,Vardo,70.37,31.11,46.4,93,6.93,NO,broken clouds,0.0,0
404,Meulaboh,4.14,96.13,76.28,86,5.12,ID,overcast clouds,0.0,0
405,Cap-Aux-Meules,47.38,-61.86,71.6,88,13.87,CA,few clouds,0.0,0
406,Timbiqui,2.77,-77.67,80.94,77,6.22,CO,broken clouds,0.0,0
407,Honningsvag,70.98,25.97,46.4,93,11.41,NO,broken clouds,0.0,0
408,Grindavik,63.84,-22.43,50.0,93,4.7,IS,light rain,0.0,0
409,Sokoni,-6.43,39.55,77.0,78,4.7,TZ,few clouds,0.0,0
410,Batsfjord,70.63,29.72,46.4,87,5.82,NO,scattered clouds,0.0,0
411,Zeya,53.75,127.27,71.96,77,1.88,RU,overcast clouds,0.0,0
412,Umm Kaddadah,13.6,26.69,84.25,45,20.87,SD,overcast clouds,0.0,0
413,Lyngseidet,69.58,20.22,51.8,87,2.24,NO,broken clouds,0.0,0
414,Cabo San Lucas,22.89,-109.91,93.2,46,11.41,MX,scattered clouds,0.0,0
415,Manaure,11.78,-72.44,87.8,66,17.22,CO,broken clouds,0.0,0
416,Mount Isa,-20.73,139.5,48.2,57,8.05,AU,clear sky,0.0,0
417,Porto Tolle,44.95,12.32,71.01,76,10.11,IT,clear sky,0.0,0
418,Ambon,-3.7,128.18,78.3,86,16.53,ID,light rain,0.54,0
419,Tatarsk,55.22,75.98,56.5,85,7.38,RU,few clouds,0.0,0
420,Salta,-24.79,-65.41,71.6,26,14.99,AR,clear sky,0.0,0
421,Vostok,46.49,135.88,58.68,94,1.7,RU,overcast clouds,0.0,0
422,Kapit,2.02,112.93,72.32,94,0.67,MY,overcast clouds,0.0,0
423,Sacramento,38.47,-121.32,102.0,20,4.7,US,clear sky,0.0,0
424,Broome,42.25,-75.83,82.99,42,8.05,US,few clouds,0.0,0
425,Havoysund,71.0,24.66,53.6,93,11.41,NO,broken clouds,0.0,0
426,Beba,22.44,-79.73,91.4,52,5.82,CU,thunderstorm,0.0,0
427,Baykit,61.67,96.37,55.17,89,1.92,RU,broken clouds,0.0,0
428,Ibiruba,-28.63,-53.09,60.82,96,6.73,BR,broken clouds,0.0,0
429,Minnedosa,50.25,-99.84,78.8,54,9.17,CA,broken clouds,0.0,0
430,Vigrestad,58.57,5.7,53.01,95,1.01,NO,light rain,0.13,0
431,Nizza Monferrato,44.77,8.35,73.0,70,3.6,IT,few clouds,0.0,0
432,Nokaneng,-19.67,22.27,48.34,41,5.5,BW,clear sky,0.0,0
433,San Policarpo,12.18,125.51,78.44,85,5.14,PH,light rain,0.17,0
434,Dehloran,32.69,47.27,93.56,11,10.13,IR,clear sky,0.0,0
435,Moyo,3.66,31.72,64.83,94,3.38,UG,broken clouds,0.0,0
436,Minab,27.15,57.08,93.2,67,6.93,IR,haze,0.0,0
437,Nova Olinda Do Norte,-3.89,-59.09,86.27,64,1.68,BR,broken clouds,0.0,0
438,Isangel,-19.55,169.27,73.4,78,11.41,VU,few clouds,0.0,0
439,Praya,14.92,-23.51,78.8,78,11.41,CV,broken clouds,0.0,0
440,Kropotkin,45.44,40.58,73.0,72,7.34,RU,overcast clouds,0.0,0
441,Shiraoi,42.55,141.35,66.99,100,9.17,JP,light intensity drizzle,0.0,0
442,Mizan Teferi,6.98,35.58,62.2,92,1.32,ET,overcast clouds,0.0,0
443,Namibe,-15.2,12.15,63.03,81,6.53,AO,clear sky,0.0,0
444,Kawalu,-7.38,108.21,71.56,91,1.39,ID,overcast clouds,0.0,0
445,Lucapa,-8.42,20.74,70.09,49,2.44,AO,clear sky,0.0,0
446,Roma,43.21,-75.46,82.4,54,10.29,US,broken clouds,0.0,0
447,Mormugao,15.4,73.8,79.61,83,7.99,IN,moderate rain,1.11,0
448,Santa Isabel Do Rio Negro,-0.41,-65.02,81.01,90,1.97,BR,light rain,0.44,0
449,Tuatapere,-46.13,167.68,39.0,83,3.0,NZ,broken clouds,0.0,0
450,Yomou,7.56,-9.27,69.94,92,1.97,GN,few clouds,0.0,0
451,Kloulklubed,7.04,134.26,77.0,94,3.36,PW,broken clouds,0.0,0
452,Olafsvik,64.89,-23.71,51.37,81,3.42,IS,broken clouds,0.0,0
453,Nova Prata,-28.78,-51.61,63.0,97,2.93,BR,light rain,0.24,0
454,Jasper,37.2,-94.35,88.0,38,9.17,US,clear sky,0.0,0
455,Nara,34.69,135.8,70.0,94,4.7,JP,light rain,0.0,0
456,Manicore,-5.81,-61.3,75.2,94,4.7,BR,light rain,0.0,0
457,Playas,-2.63,-80.38,72.34,85,14.61,EC,overcast clouds,0.0,0
458,Kapoeta,4.77,33.59,72.0,87,3.31,SS,broken clouds,0.0,0
459,Phalodi,27.13,72.37,89.85,55,20.07,IN,scattered clouds,0.0,0
460,Novoagansk,61.94,76.66,53.71,89,4.63,RU,scattered clouds,0.0,0
461,Oksfjord,70.24,22.35,60.8,55,8.05,NO,moderate rain,2.0,0
462,Alice Springs,-23.7,133.88,33.8,74,5.03,AU,clear sky,0.0,0
463,Luau,-10.71,22.22,66.79,35,5.88,AO,few clouds,0.0,0
464,Verkhnevilyuysk,63.45,120.32,64.81,72,3.6,RU,overcast clouds,0.0,0
465,Whitehorse,60.72,-135.05,60.01,62,2.24,CA,broken clouds,0.0,0
466,Ekhabi,53.51,142.97,54.93,88,1.03,RU,overcast clouds,0.0,0
467,Petropavlovsk-Kamchatskiy,53.05,158.65,55.4,100,6.71,RU,overcast clouds,0.0,0
468,Bichura,50.59,107.6,58.03,86,1.16,RU,broken clouds,0.0,0
469,Yenotayevka,47.25,47.03,86.14,30,8.37,RU,clear sky,0.0,0
470,Sueyoshi,31.65,131.02,75.0,83,1.12,JP,fog,0.0,0
471,Puerto Leguizamo,-0.19,-74.78,83.23,73,0.85,CO,light rain,0.3,0
472,Sammamish,47.64,-122.08,68.0,63,8.05,US,scattered clouds,0.0,0
473,Kapuskasing,49.42,-82.43,59.0,82,16.11,CA,overcast clouds,0.0,0
474,Vogar,63.98,-22.39,50.0,93,4.7,IS,broken clouds,0.0,0
475,Watrous,51.67,-105.47,72.95,63,7.14,CA,overcast clouds,0.0,0
476,Karratha,-20.74,116.85,60.12,32,13.76,AU,scattered clouds,0.0,0
477,Karasjok,69.47,25.51,50.0,81,12.75,NO,few clouds,0.0,0
478,Ewa Beach,21.32,-158.01,84.2,54,9.17,US,broken clouds,0.0,0
479,Cairns,-16.92,145.77,69.8,83,10.29,AU,overcast clouds,0.0,0
480,Mansa,29.98,75.38,87.98,57,4.43,IN,light rain,0.77,0
481,Linhares,-19.39,-40.07,70.14,75,5.91,BR,clear sky,0.0,0
482,Ojinaga,29.57,-104.42,105.8,6,16.11,MX,clear sky,0.0,0
483,Novyy Urengoy,66.08,76.63,58.23,74,8.63,RU,light rain,0.29,0
484,Kula,38.55,28.65,75.99,44,10.0,TR,clear sky,0.0,0
485,Barabai,-2.58,115.38,73.29,95,1.57,ID,light rain,0.27,0
486,Sheregesh,52.92,87.99,54.59,92,1.43,RU,broken clouds,0.0,0
487,Haines Junction,60.75,-137.51,62.91,43,8.99,CA,overcast clouds,0.0,0
488,Canchungo,12.07,-16.03,77.0,100,2.24,GW,broken clouds,0.0,0
489,Narayanavanam,13.42,79.58,80.76,77,5.41,IN,moderate rain,3.06,0
490,Areosa,41.72,-8.86,80.01,47,9.17,PT,clear sky,0.0,0
491,Ponta Delgada,37.73,-25.67,69.8,68,9.17,PT,broken clouds,0.0,0
492,Bombay,19.01,72.85,78.8,100,3.36,IN,light rain,0.0,0
493,Dukat,62.55,155.55,61.79,54,2.3,RU,clear sky,0.0,0
494,Inverness,57.48,-4.22,63.0,72,6.93,GB,moderate rain,1.02,0
495,Ayolas,-27.4,-56.9,64.87,88,5.97,PY,overcast clouds,0.0,0
496,Sorong,-0.88,131.25,76.03,86,8.52,ID,clear sky,0.0,0
497,Hailey,43.52,-114.32,82.4,18,13.87,US,clear sky,0.0,0
498,Thakurgaon,26.03,88.47,78.78,90,5.14,BD,light rain,0.31,0
499,Texarkana,33.43,-94.05,91.4,46,3.36,US,scattered clouds,0.0,0
500,Bonoua,5.27,-3.6,77.0,88,5.82,CI,few clouds,0.0,0
501,Zhangye,38.93,100.45,75.54,29,4.56,CN,overcast clouds,0.0,0
502,Thunder Bay,48.4,-89.32,77.0,50,6.93,CA,scattered clouds,0.0,0
503,Klichka,50.45,118.0,60.06,87,1.7,RU,overcast clouds,0.0,0
504,Kamaishi,39.27,141.88,62.17,85,4.0,JP,scattered clouds,0.0,0
505,Westport,41.14,-73.36,89.01,48,13.87,US,clear sky,0.0,0
506,Viedma,-40.81,-63.0,43.12,59,15.61,AR,clear sky,0.0,0
507,Chiredzi,-21.05,31.67,55.51,68,4.41,ZW,clear sky,0.0,0
508,Ngunguru,-35.62,174.5,53.01,3,1.99,NZ,few clouds,0.0,0
509,Lola,7.8,-8.53,71.65,88,2.82,GN,light rain,0.11,0
510,Freetown,8.48,-13.23,76.17,88,8.77,SL,light rain,0.59,0
511,Kieta,-6.22,155.63,80.2,76,4.34,PG,light rain,0.21,0
512,Antsohihy,-14.88,47.99,69.15,70,6.8,MG,clear sky,0.0,0
513,Sao Filipe,14.9,-24.5,74.53,79,6.4,CV,scattered clouds,0.0,0
514,Walvis Bay,-22.96,14.51,55.0,93,4.7,NA,clear sky,0.0,0
515,Trairi,-3.28,-39.27,77.54,79,12.01,BR,light rain,0.68,0
516,Kalabo,-14.97,22.68,57.9,35,7.02,ZM,clear sky,0.0,0
517,Bulawayo,-20.15,28.58,46.56,53,10.31,ZW,clear sky,0.0,0
518,Ajdabiya,30.76,20.23,73.69,80,12.44,LY,clear sky,0.0,0
519,Bow Island,49.87,-111.37,77.0,36,23.04,CA,broken clouds,0.0,0
520,Bowen,-20.02,148.23,66.99,90,11.25,AU,overcast clouds,0.0,0
521,Roi Et,16.06,103.65,81.34,76,5.46,TH,light rain,0.24,0
522,Alekseyevsk,57.84,108.35,59.07,73,2.04,RU,broken clouds,0.0,0
523,Lerwick,60.15,-1.15,51.8,93,6.93,GB,overcast clouds,0.0,0
524,Dubti,11.74,41.09,95.86,24,2.55,ET,scattered clouds,0.0,0
525,Yeppoon,-23.13,150.73,60.8,77,10.29,AU,broken clouds,0.0,0
526,Meadow Lake,34.8,-106.54,102.99,11,11.7,US,broken clouds,0.0,0
527,Vicosa,-20.75,-42.88,64.18,74,7.23,BR,overcast clouds,0.0,0
528,Basco,20.45,121.97,84.42,79,12.15,PH,moderate rain,1.73,0
529,Dhidhdhoo,6.88,73.1,83.12,72,5.48,MV,light rain,0.32,0
530,Port Macquarie,-31.43,152.92,42.01,100,1.12,AU,clear sky,0.0,0
531,Phek,25.67,94.5,62.17,100,0.6,IN,overcast clouds,0.0,0
532,Puri,19.8,85.85,78.8,100,10.6,IN,haze,0.0,0
533,Toccoa,34.58,-83.33,91.4,41,6.93,US,clear sky,0.0,0
534,Nanyuki,0.02,37.07,56.86,81,9.37,KE,scattered clouds,0.0,0
535,Asyut,27.18,31.18,84.78,21,11.79,EG,clear sky,0.0,0
536,Yuci,37.68,112.73,64.4,88,2.24,CN,broken clouds,0.0,0
537,Aracuai,-16.85,-42.07,73.2,51,4.45,BR,clear sky,0.0,0
538,Zlitan,32.47,14.57,75.52,78,5.68,LY,clear sky,0.0,0
539,Stepnyak,52.83,70.78,60.6,78,6.06,KZ,clear sky,0.0,0
540,Mogok,22.92,96.5,66.99,100,3.98,MM,light rain,0.46,0
541,Champerico,14.3,-91.92,89.6,62,9.17,GT,scattered clouds,0.0,0
542,Big Spring,32.25,-101.48,104.0,16,14.99,US,clear sky,0.0,0
543,Rosarito,32.33,-117.03,88.0,29,18.34,MX,scattered clouds,0.0,0
544,Derzhavinsk,51.1,66.32,69.13,72,9.73,KZ,broken clouds,0.0,0
545,Flin Flon,54.77,-101.86,75.2,60,10.29,CA,broken clouds,0.0,0
546,Marsh Harbour,26.54,-77.06,79.74,74,11.23,BS,overcast clouds,0.0,0
547,Avera,33.19,-82.53,93.2,41,6.93,US,clear sky,0.0,0
548,Tilichiki,60.47,166.1,50.18,96,5.1,RU,overcast clouds,0.0,0
549,Idil,37.34,41.89,82.99,23,5.23,TR,broken clouds,0.0,0
550,Nantucket,41.28,-70.1,80.01,78,14.99,US,clear sky,0.0,0
551,Kenai,60.55,-151.26,55.4,100,8.05,US,light rain,0.25,0
552,Aden,12.78,45.04,87.21,72,10.58,YE,broken clouds,0.0,0
553,Forbes,-33.38,148.02,40.26,95,3.62,AU,overcast clouds,0.0,0
554,Tabuk,17.42,121.44,74.14,86,2.86,PH,overcast clouds,0.0,0
555,Vyara,21.12,73.4,79.63,84,9.84,IN,few clouds,0.0,0
556,Sangar,63.92,127.47,67.78,91,2.64,RU,few clouds,0.0,0
557,Port Hardy,50.7,-127.42,55.4,93,6.93,CA,broken clouds,0.0,0
558,Tiarei,-17.53,-149.33,84.2,62,3.36,PF,scattered clouds,0.0,0
559,Gayny,60.31,54.32,59.56,75,4.81,RU,scattered clouds,0.0,0
560,Aksu,41.12,80.26,73.17,35,3.42,CN,few clouds,0.0,0
561,Grand Gaube,-20.01,57.66,72.0,72,8.99,MU,light rain,0.13,0
562,Wiarton,44.74,-81.13,71.01,83,5.82,CA,broken clouds,0.0,0
563,Yerofey Pavlovich,53.97,121.97,67.64,63,2.91,RU,scattered clouds,0.0,0
564,Iskateley,67.68,53.15,45.5,89,14.2,RU,overcast clouds,0.0,0
565,Laredo,27.51,-99.51,102.2,35,9.17,US,clear sky,0.0,0
566,Conakry,9.54,-13.68,77.29,88,13.44,GN,moderate rain,2.75,0
567,Oum Hadjer,13.3,19.7,88.95,42,6.15,TD,clear sky,0.0,0
568,Arman,59.7,150.17,61.59,73,2.33,RU,clear sky,0.0,0
